investor_id,average_gap_days,max_gap_days,status
INV003007,42.09090909090909,130.0,at-risk
INV003008,54.714285714285715,124.0,at-risk
INV003009,27.727272727272727,71.0,at-risk
INV003010,77.0,145.0,at-risk
INV003011,48.77777777777778,154.0,at-risk
INV003012,46.6,90.0,at-risk
INV003013,41.5,46.0,at-risk
INV003014,68.66666666666667,144.0,at-risk
INV003015,45.6,128.0,at-risk
INV003016,96.6,195.0,at-risk
INV003017,73.16666666666667,256.0,at-risk
INV003018,41.833333333333336,156.0,at-risk
INV003019,,,active
INV003020,208.0,208.0,at-risk
INV003021,68.85714285714286,156.0,at-risk
INV003022,39.09090909090909,96.0,at-risk
INV003023,94.75,259.0,at-risk
INV003024,26.7,91.0,at-risk
INV003025,29.8,59.0,at-risk
INV003026,206.5,215.0,at-risk
INV003027,71.0,173.0,at-risk
INV003028,53.666666666666664,183.0,at-risk
INV003029,152.5,225.0,at-risk
INV003030,230.0,230.0,at-risk
INV003031,62.57142857142857,216.0,at-risk
INV003032,260.0,260.0,at-risk
INV003033,47.8,102.0,at-risk
INV003034,61.333333333333336,118.0,at-risk
INV003035,76.0,76.0,at-risk
INV003036,50.22222222222222,138.0,at-risk
INV003037,43.36363636363637,156.0,at-risk
INV003038,82.66666666666667,103.0,at-risk
INV003039,,,active
INV003040,41.333333333333336,123.0,at-risk
INV003041,47.3,108.0,at-risk
INV003042,56.0,164.0,at-risk
INV003043,44.3,109.0,at-risk
INV003044,53.375,190.0,at-risk
INV003045,47.0,248.0,at-risk
INV003046,94.66666666666667,185.0,at-risk
INV003047,44.63636363636363,215.0,at-risk
INV003048,71.0,208.0,at-risk
INV003049,54.375,164.0,at-risk
INV003050,116.0,185.0,at-risk
INV003051,69.5,130.0,at-risk
INV003052,99.5,158.0,at-risk
INV003053,113.66666666666667,140.0,at-risk
INV003054,47.2,200.0,at-risk
INV003055,68.28571428571429,209.0,at-risk
INV003056,,,active
INV003057,53.666666666666664,97.0,at-risk
INV003058,42.22222222222222,106.0,at-risk
INV003059,174.0,284.0,at-risk
INV003060,43.09090909090909,94.0,at-risk
INV003061,59.57142857142857,121.0,at-risk
INV003062,110.0,110.0,at-risk
INV003063,43.375,112.0,at-risk
INV003064,66.33333333333333,97.0,at-risk
INV003065,48.75,106.0,at-risk
INV003066,154.5,186.0,at-risk
INV003067,149.0,149.0,at-risk
INV003068,74.0,204.0,at-risk
INV003069,46.142857142857146,192.0,at-risk
INV003070,39.63636363636363,132.0,at-risk
INV003071,79.5,87.0,at-risk
INV003072,177.0,177.0,at-risk
INV003073,42.875,99.0,at-risk
INV003074,46.3,123.0,at-risk
INV003075,40.2,128.0,at-risk
INV003076,167.5,221.0,at-risk
INV003077,60.5,212.0,at-risk
INV003078,60.625,126.0,at-risk
INV003079,59.666666666666664,158.0,at-risk
INV003080,67.0,118.0,at-risk
INV003081,115.5,163.0,at-risk
INV003082,36.111111111111114,73.0,at-risk
INV003083,38.1,83.0,at-risk
INV003084,170.0,227.0,at-risk
INV003085,163.5,246.0,at-risk
INV003086,50.0,187.0,at-risk
INV003087,106.0,106.0,at-risk
INV003088,71.0,71.0,at-risk
INV003089,58.0,89.0,at-risk
INV003090,99.25,225.0,at-risk
INV003091,40.7,199.0,at-risk
INV003092,187.0,187.0,at-risk
INV003093,28.0,28.0,active
INV003094,,,active
INV003095,41.09090909090909,122.0,at-risk
INV003096,328.0,328.0,at-risk
INV003097,39.90909090909091,92.0,at-risk
INV003098,211.5,253.0,at-risk
INV003099,76.8,208.0,at-risk
INV003100,59.285714285714285,211.0,at-risk
INV003101,74.66666666666667,151.0,at-risk
INV003102,48.888888888888886,188.0,at-risk
INV003103,91.25,226.0,at-risk
INV003104,105.5,158.0,at-risk
INV003105,38.54545454545455,140.0,at-risk
INV003106,,,active
INV003107,,,active
INV003108,152.33333333333334,371.0,at-risk
INV003109,77.5,210.0,at-risk
INV003110,52.142857142857146,158.0,at-risk
INV003111,43.55555555555556,117.0,at-risk
INV003112,76.33333333333333,173.0,at-risk
INV003113,49.0,97.0,at-risk
INV003114,,,active
INV003115,40.0,116.0,at-risk
INV003116,47.6,79.0,at-risk
INV003117,42.36363636363637,114.0,at-risk
INV003118,80.0,128.0,at-risk
INV003119,59.57142857142857,125.0,at-risk
INV003120,61.666666666666664,116.0,at-risk
INV003121,33.18181818181818,102.0,at-risk
INV003122,98.0,98.0,at-risk
INV003123,58.375,130.0,at-risk
INV003124,39.0,112.0,at-risk
INV003125,68.33333333333333,140.0,at-risk
INV003126,,,active
INV003127,150.66666666666666,365.0,at-risk
INV003128,61.333333333333336,141.0,at-risk
INV003129,74.4,139.0,at-risk
INV003130,51.333333333333336,133.0,at-risk
INV003131,54.0,54.0,at-risk
INV003132,119.0,290.0,at-risk
INV003133,114.5,135.0,at-risk
INV003134,42.09090909090909,172.0,at-risk
INV003135,,,active
INV003136,149.33333333333334,331.0,at-risk
INV003137,232.0,232.0,at-risk
INV003138,41.0,41.0,at-risk
INV003139,30.09090909090909,125.0,at-risk
INV003140,36.27272727272727,106.0,at-risk
INV003141,40.5,91.0,at-risk
INV003142,125.5,234.0,at-risk
INV003143,127.66666666666667,191.0,at-risk
INV003144,49.5,147.0,at-risk
INV003145,68.5,105.0,at-risk
INV003146,45.0,172.0,at-risk
INV003147,102.25,138.0,at-risk
INV003148,,,active
INV003149,77.0,77.0,at-risk
INV003150,69.42857142857143,176.0,at-risk
INV003151,50.625,134.0,at-risk
INV003152,,,active
INV003153,44.625,156.0,at-risk
INV003154,120.66666666666667,147.0,at-risk
INV003155,84.0,84.0,at-risk
INV003156,,,active
INV003157,103.33333333333333,188.0,at-risk
INV003158,51.0,138.0,at-risk
INV003159,62.4,169.0,at-risk
INV003160,61.625,224.0,at-risk
INV003161,49.888888888888886,118.0,at-risk
INV003162,58.0,104.0,at-risk
INV003163,192.0,338.0,at-risk
INV003164,128.0,255.0,at-risk
INV003165,79.5,243.0,at-risk
INV003166,88.6,196.0,at-risk
INV003167,66.8,160.0,at-risk
INV003168,62.125,131.0,at-risk
INV003169,53.625,178.0,at-risk
INV003170,,,active
INV003171,66.71428571428571,149.0,at-risk
INV003172,,,active
INV003173,46.4,109.0,at-risk
INV003174,50.142857142857146,174.0,at-risk
INV003175,25.0,25.0,active
INV003176,78.4,153.0,at-risk
INV003177,260.0,260.0,at-risk
INV003178,41.0,79.0,at-risk
INV003179,45.0,151.0,at-risk
INV003180,,,active
INV003181,113.0,177.0,at-risk
INV003182,151.0,202.0,at-risk
INV003183,124.5,132.0,at-risk
INV003184,93.6,206.0,at-risk
INV003185,56.857142857142854,109.0,at-risk
INV003186,,,active
INV003187,58.25,244.0,at-risk
INV003188,63.857142857142854,216.0,at-risk
INV003189,41.81818181818182,99.0,at-risk
INV003190,77.2,218.0,at-risk
INV003191,42.63636363636363,82.0,at-risk
INV003192,37.27272727272727,141.0,at-risk
INV003193,48.3,206.0,at-risk
INV003194,79.6,157.0,at-risk
INV003195,68.0,68.0,at-risk
INV003196,68.85714285714286,204.0,at-risk
INV003197,108.66666666666667,285.0,at-risk
INV003198,123.5,287.0,at-risk
INV003199,296.0,296.0,at-risk
INV003200,61.25,148.0,at-risk
INV003201,62.42857142857143,97.0,at-risk
INV003202,61.5,139.0,at-risk
INV003203,53.625,197.0,at-risk
INV003204,27.5,41.0,at-risk
INV003205,38.63636363636363,111.0,at-risk
INV003206,66.85714285714286,234.0,at-risk
INV003207,68.0,113.0,at-risk
INV003208,97.0,285.0,at-risk
INV003209,55.714285714285715,120.0,at-risk
INV003210,51.57142857142857,112.0,at-risk
INV003211,45.9,95.0,at-risk
INV003212,61.5,172.0,at-risk
INV003213,85.75,298.0,at-risk
INV003214,46.75,170.0,at-risk
INV003215,45.1,86.0,at-risk
INV003216,113.25,224.0,at-risk
INV003217,91.0,91.0,at-risk
INV003218,70.33333333333333,199.0,at-risk
INV003219,32.9,70.0,at-risk
INV003220,38.44444444444444,103.0,at-risk
INV003221,33.36363636363637,88.0,at-risk
INV003222,54.333333333333336,111.0,at-risk
INV003223,59.25,228.0,at-risk
INV003224,51.166666666666664,152.0,at-risk
INV003225,59.0,127.0,at-risk
INV003226,63.166666666666664,209.0,at-risk
INV003227,61.75,233.0,at-risk
INV003228,52.625,239.0,at-risk
INV003229,203.5,346.0,at-risk
INV003230,40.09090909090909,206.0,at-risk
INV003231,55.333333333333336,222.0,at-risk
INV003232,41.8,107.0,at-risk
INV003233,84.5,142.0,at-risk
INV003234,60.375,123.0,at-risk
INV003235,66.0,187.0,at-risk
INV003236,48.3,103.0,at-risk
INV003237,70.2,195.0,at-risk
INV003238,51.333333333333336,138.0,at-risk
INV003239,97.5,261.0,at-risk
INV003240,81.4,258.0,at-risk
INV003241,23.0,23.0,active
INV003242,46.7,158.0,at-risk
INV003243,56.6,141.0,at-risk
INV003244,64.6,96.0,at-risk
INV003245,116.66666666666667,140.0,at-risk
INV003246,102.5,120.0,at-risk
INV003247,42.3,143.0,at-risk
INV003248,58.875,115.0,at-risk
INV003249,155.66666666666666,282.0,at-risk
INV003250,47.9,198.0,at-risk
INV003251,101.75,228.0,at-risk
INV003252,67.6,192.0,at-risk
INV003253,60.0,112.0,at-risk
INV003254,37.0,56.0,at-risk
INV003255,,,active
INV003256,38.0,65.0,at-risk
INV003257,42.0,131.0,at-risk
INV003258,45.18181818181818,129.0,at-risk
INV003259,166.0,166.0,at-risk
INV003260,55.875,142.0,at-risk
INV003261,99.25,271.0,at-risk
INV003262,53.25,150.0,at-risk
INV003263,81.16666666666667,222.0,at-risk
INV003264,57.42857142857143,182.0,at-risk
INV003265,102.33333333333333,141.0,at-risk
INV003266,,,active
INV003267,53.125,197.0,at-risk
INV003268,178.0,205.0,at-risk
INV003269,55.8,116.0,at-risk
INV003270,27.857142857142858,78.0,at-risk
INV003271,40.77777777777778,91.0,at-risk
INV003272,102.0,121.0,at-risk
INV003273,47.77777777777778,134.0,at-risk
INV003274,,,active
INV003275,214.5,348.0,at-risk
INV003276,40.333333333333336,71.0,at-risk
INV003277,45.4,136.0,at-risk
INV003278,26.25,54.0,at-risk
INV003279,56.333333333333336,147.0,at-risk
INV003280,58.25,113.0,at-risk
INV003281,313.0,313.0,at-risk
INV003282,60.75,175.0,at-risk
INV003283,208.0,208.0,at-risk
INV003284,96.0,96.0,at-risk
INV003285,170.0,219.0,at-risk
INV003286,273.0,273.0,at-risk
INV003287,41.72727272727273,100.0,at-risk
INV003288,44.54545454545455,114.0,at-risk
INV003289,37.0,115.0,at-risk
INV003290,,,active
INV003291,49.0,123.0,at-risk
INV003292,24.5,38.0,at-risk
INV003293,,,active
INV003294,54.0,188.0,at-risk
INV003295,59.42857142857143,183.0,at-risk
INV003296,42.0,94.0,at-risk
INV003297,43.22222222222222,94.0,at-risk
INV003298,40.1,180.0,at-risk
INV003299,113.0,113.0,at-risk
INV003300,54.0,219.0,at-risk
INV003301,52.77777777777778,113.0,at-risk
INV003302,66.25,144.0,at-risk
INV003303,251.0,251.0,at-risk
INV003304,36.18181818181818,106.0,at-risk
INV003305,64.5,112.0,at-risk
INV003306,58.875,285.0,at-risk
INV003307,320.0,320.0,at-risk
INV003308,45.4,110.0,at-risk
INV003309,111.66666666666667,176.0,at-risk
INV003310,42.4,137.0,at-risk
INV003311,40.0,149.0,at-risk
INV003312,241.0,479.0,at-risk
INV003313,61.4,177.0,at-risk
INV003314,55.125,183.0,at-risk
INV003315,77.4,253.0,at-risk
INV003316,52.5,73.0,at-risk
INV003317,37.27272727272727,79.0,at-risk
INV003318,,,active
INV003319,152.5,266.0,at-risk
INV003320,34.54545454545455,192.0,at-risk
INV003321,70.28571428571429,227.0,at-risk
INV003322,105.25,213.0,at-risk
INV003323,,,active
INV003324,67.0,144.0,at-risk
INV003325,63.125,129.0,at-risk
INV003326,128.66666666666666,225.0,at-risk
INV003327,351.0,351.0,at-risk
INV003328,136.0,231.0,at-risk
INV003329,50.5,181.0,at-risk
INV003330,114.5,204.0,at-risk
INV003331,76.2,117.0,at-risk
INV003332,69.8,134.0,at-risk
INV003333,,,active
INV003334,42.0,58.0,at-risk
INV003335,76.75,167.0,at-risk
INV003336,62.0,109.0,at-risk
INV003337,117.0,117.0,at-risk
INV003338,32.27272727272727,135.0,at-risk
INV003339,,,active
INV003340,49.2,113.0,at-risk
INV003341,56.0,110.0,at-risk
INV003342,41.72727272727273,147.0,at-risk
INV003343,47.5,110.0,at-risk
INV003344,39.36363636363637,159.0,at-risk
INV003345,56.833333333333336,121.0,at-risk
INV003346,64.83333333333333,128.0,at-risk
INV003347,59.6,134.0,at-risk
INV003348,323.0,323.0,at-risk
INV003349,143.0,257.0,at-risk
INV003350,77.0,191.0,at-risk
INV003351,45.0,62.0,at-risk
INV003352,54.333333333333336,279.0,at-risk
INV003353,95.5,322.0,at-risk
INV003354,42.36363636363637,162.0,at-risk
INV003355,60.57142857142857,125.0,at-risk
INV003356,123.0,239.0,at-risk
INV003357,44.57142857142857,77.0,at-risk
INV003358,83.0,83.0,at-risk
INV003359,46.333333333333336,170.0,at-risk
INV003360,37.81818181818182,109.0,at-risk
INV003361,130.0,345.0,at-risk
INV003362,118.66666666666667,230.0,at-risk
INV003363,61.833333333333336,175.0,at-risk
INV003364,,,active
INV003365,36.0,64.0,at-risk
INV003366,43.55555555555556,101.0,at-risk
INV003367,,,active
INV003368,,,active
INV003369,78.6,105.0,at-risk
INV003370,54.285714285714285,201.0,at-risk
INV003371,108.66666666666667,168.0,at-risk
INV003372,33.0,74.0,at-risk
INV003373,45.45454545454545,106.0,at-risk
INV003374,57.625,128.0,at-risk
INV003375,51.333333333333336,158.0,at-risk
INV003376,47.8,173.0,at-risk
INV003377,71.5,155.0,at-risk
INV003378,17.0,17.0,active
INV003379,41.0,134.0,at-risk
INV003380,42.7,83.0,at-risk
INV003381,37.72727272727273,136.0,at-risk
INV003382,39.0,158.0,at-risk
INV003383,141.66666666666666,269.0,at-risk
INV003384,95.0,95.0,at-risk
INV003385,133.33333333333334,288.0,at-risk
INV003386,13.0,13.0,active
INV003387,52.125,147.0,at-risk
INV003388,39.09090909090909,103.0,at-risk
INV003389,54.857142857142854,106.0,at-risk
INV003390,191.0,286.0,at-risk
INV003391,38.77777777777778,104.0,at-risk
INV003392,91.33333333333333,148.0,at-risk
INV003393,49.55555555555556,91.0,at-risk
INV003394,84.2,186.0,at-risk
INV003395,44.77777777777778,113.0,at-risk
INV003396,82.33333333333333,267.0,at-risk
INV003397,122.0,159.0,at-risk
INV003398,39.81818181818182,84.0,at-risk
INV003399,77.83333333333333,261.0,at-risk
INV003400,26.25,44.0,at-risk
INV003401,40.875,145.0,at-risk
INV003402,94.6,303.0,at-risk
INV003403,61.857142857142854,129.0,at-risk
INV003404,40.72727272727273,112.0,at-risk
INV003405,43.0,186.0,at-risk
INV003406,37.54545454545455,147.0,at-risk
INV003407,52.666666666666664,146.0,at-risk
INV003408,49.125,143.0,at-risk
INV003409,37.666666666666664,77.0,at-risk
INV003410,64.42857142857143,215.0,at-risk
INV003411,45.0,166.0,at-risk
INV003412,28.625,94.0,at-risk
INV003413,,,active
INV003414,147.33333333333334,260.0,at-risk
INV003415,54.0,174.0,at-risk
INV003416,89.5,161.0,at-risk
INV003417,35.0,35.0,active
INV003418,103.33333333333333,239.0,at-risk
INV003419,30.272727272727273,65.0,at-risk
INV003420,66.66666666666667,186.0,at-risk
INV003421,83.6,284.0,at-risk
INV003422,72.57142857142857,151.0,at-risk
INV003423,83.8,140.0,at-risk
INV003424,39.90909090909091,124.0,at-risk
INV003425,96.66666666666667,137.0,at-risk
INV003426,37.333333333333336,86.0,at-risk
INV003427,56.5,266.0,at-risk
INV003428,53.875,98.0,at-risk
INV003429,51.125,125.0,at-risk
INV003430,61.166666666666664,104.0,at-risk
INV003431,42.857142857142854,81.0,at-risk
INV003432,52.57142857142857,97.0,at-risk
INV003433,48.5,76.0,at-risk
INV003434,,,active
INV003435,51.55555555555556,140.0,at-risk
INV003436,46.22222222222222,108.0,at-risk
INV003437,45.9,177.0,at-risk
INV003438,55.25,157.0,at-risk
INV003439,51.333333333333336,111.0,at-risk
INV003440,,,active
INV003441,119.33333333333333,194.0,at-risk
INV003442,96.0,96.0,at-risk
INV003443,65.0,185.0,at-risk
INV003444,91.5,347.0,at-risk
INV003445,198.0,372.0,at-risk
INV003446,185.0,185.0,at-risk
INV003447,,,active
INV003448,40.63636363636363,99.0,at-risk
INV003449,51.857142857142854,143.0,at-risk
INV003450,39.0,158.0,at-risk
INV003451,107.25,256.0,at-risk
INV003452,25.6,47.0,at-risk
INV003453,103.33333333333333,142.0,at-risk
INV003454,85.75,227.0,at-risk
INV003455,31.7,67.0,at-risk
INV003456,184.0,184.0,at-risk
INV003457,45.375,114.0,at-risk
INV003458,54.22222222222222,127.0,at-risk
INV003459,40.90909090909091,106.0,at-risk
INV003460,52.42857142857143,95.0,at-risk
INV003461,77.0,83.0,at-risk
INV003462,61.857142857142854,119.0,at-risk
INV003463,80.4,125.0,at-risk
INV003464,160.0,255.0,at-risk
INV003465,,,active
INV003466,,,active
INV003467,84.0,116.0,at-risk
INV003468,234.0,269.0,at-risk
INV003469,40.0,139.0,at-risk
INV003470,175.0,175.0,at-risk
INV003471,22.25,44.0,at-risk
INV003472,,,active
INV003473,79.83333333333333,188.0,at-risk
INV003474,,,active
INV003475,56.0,155.0,at-risk
INV003476,171.5,177.0,at-risk
INV003477,69.5,134.0,at-risk
INV003478,50.333333333333336,195.0,at-risk
INV003479,46.0,164.0,at-risk
INV003480,37.45454545454545,111.0,at-risk
INV003481,,,active
INV003482,,,active
INV003483,109.0,172.0,at-risk
INV003484,61.5,333.0,at-risk
INV003485,125.5,248.0,at-risk
INV003486,,,active
INV003487,40.7,155.0,at-risk
INV003488,232.0,325.0,at-risk
INV003489,,,active
INV003490,95.5,127.0,at-risk
INV003491,43.0,106.0,at-risk
INV003492,69.14285714285714,132.0,at-risk
INV003493,199.0,291.0,at-risk
INV003494,43.125,100.0,at-risk
INV003495,40.27272727272727,80.0,at-risk
INV003496,49.55555555555556,112.0,at-risk
INV003497,,,active
INV003498,,,active
INV003499,143.0,186.0,at-risk
INV003500,117.5,364.0,at-risk
INV003501,102.0,154.0,at-risk
INV003502,398.0,398.0,at-risk
INV003503,66.85714285714286,142.0,at-risk
INV003504,,,active
INV003505,64.0,171.0,at-risk
INV003506,51.111111111111114,103.0,at-risk
INV003507,103.0,178.0,at-risk
INV003508,,,active
INV003509,44.27272727272727,141.0,at-risk
INV003510,69.0,78.0,at-risk
INV003511,44.54545454545455,128.0,at-risk
INV003512,214.5,315.0,at-risk
INV003513,45.833333333333336,159.0,at-risk
INV003514,44.55555555555556,140.0,at-risk
INV003515,24.5,41.0,at-risk
INV003516,229.5,324.0,at-risk
INV003517,75.66666666666667,126.0,at-risk
INV003518,39.6,78.0,at-risk
INV003519,61.333333333333336,92.0,at-risk
INV003520,135.0,270.0,at-risk
INV003521,58.75,183.0,at-risk
INV003522,,,active
INV003523,66.0,66.0,at-risk
INV003524,41.81818181818182,150.0,at-risk
INV003525,46.111111111111114,122.0,at-risk
INV003526,44.1,146.0,at-risk
INV003527,81.4,245.0,at-risk
INV003528,46.9,107.0,at-risk
INV003529,24.5,36.0,at-risk
INV003530,42.5,92.0,at-risk
INV003531,37.18181818181818,146.0,at-risk
INV003532,78.5,150.0,at-risk
INV003533,40.0,129.0,at-risk
INV003534,39.4,124.0,at-risk
INV003535,68.0,127.0,at-risk
INV003536,51.55555555555556,114.0,at-risk
INV003537,58.375,192.0,at-risk
INV003538,93.5,186.0,at-risk
INV003539,63.857142857142854,120.0,at-risk
INV003540,87.8,166.0,at-risk
INV003541,56.57142857142857,175.0,at-risk
INV003542,251.5,322.0,at-risk
INV003543,37.45454545454545,90.0,at-risk
INV003544,190.0,270.0,at-risk
INV003545,56.625,169.0,at-risk
INV003546,58.857142857142854,126.0,at-risk
INV003547,,,active
INV003548,37.5,41.0,at-risk
INV003549,98.33333333333333,158.0,at-risk
INV003550,238.0,238.0,at-risk
INV003551,,,active
INV003552,85.8,207.0,at-risk
INV003553,40.54545454545455,100.0,at-risk
INV003554,38.9,144.0,at-risk
INV003555,76.5,155.0,at-risk
INV003556,55.42857142857143,119.0,at-risk
INV003557,41.75,156.0,at-risk
INV003558,34.875,66.0,at-risk
INV003559,48.333333333333336,118.0,at-risk
INV003560,89.25,229.0,at-risk
INV003561,51.666666666666664,118.0,at-risk
INV003562,60.375,139.0,at-risk
INV003563,49.333333333333336,153.0,at-risk
INV003564,49.7,128.0,at-risk
INV003565,62.714285714285715,144.0,at-risk
INV003566,70.33333333333333,125.0,at-risk
INV003567,65.71428571428571,177.0,at-risk
INV003568,27.363636363636363,79.0,at-risk
INV003569,68.16666666666667,144.0,at-risk
INV003570,93.5,356.0,at-risk
INV003571,99.6,219.0,at-risk
INV003572,86.8,222.0,at-risk
INV003573,48.714285714285715,135.0,at-risk
INV003574,98.0,141.0,at-risk
INV003575,94.75,284.0,at-risk
INV003576,70.0,70.0,at-risk
INV003577,84.25,213.0,at-risk
INV003578,75.0,89.0,at-risk
INV003579,57.42857142857143,151.0,at-risk
INV003580,43.6,127.0,at-risk
INV003581,45.81818181818182,145.0,at-risk
INV003582,31.363636363636363,84.0,at-risk
INV003583,104.5,144.0,at-risk
INV003584,142.0,207.0,at-risk
INV003585,,,active
INV003586,39.63636363636363,81.0,at-risk
INV003587,57.285714285714285,180.0,at-risk
INV003588,65.75,194.0,at-risk
INV003589,107.75,307.0,at-risk
INV003590,71.0,193.0,at-risk
INV003591,111.75,206.0,at-risk
INV003592,42.22222222222222,121.0,at-risk
INV003593,48.875,153.0,at-risk
INV003594,77.0,217.0,at-risk
INV003595,82.75,193.0,at-risk
INV003596,166.0,166.0,at-risk
INV003597,45.888888888888886,159.0,at-risk
INV003598,47.6,114.0,at-risk
INV003599,26.8,53.0,at-risk
INV003600,70.83333333333333,124.0,at-risk
INV003601,46.55555555555556,118.0,at-risk
INV003602,69.57142857142857,159.0,at-risk
INV003603,83.5,162.0,at-risk
INV003604,56.375,188.0,at-risk
INV003605,113.75,218.0,at-risk
INV003606,95.0,161.0,at-risk
INV003607,50.285714285714285,174.0,at-risk
INV003608,49.166666666666664,134.0,at-risk
INV003609,75.16666666666667,226.0,at-risk
INV003610,54.5,76.0,at-risk
INV003611,41.3,113.0,at-risk
INV003612,45.8,116.0,at-risk
INV003613,52.44444444444444,191.0,at-risk
INV003614,60.75,102.0,at-risk
INV003615,89.75,195.0,at-risk
INV003616,67.66666666666667,99.0,at-risk
INV003617,51.75,68.0,at-risk
INV003618,83.0,124.0,at-risk
INV003619,60.375,113.0,at-risk
INV003620,92.6,226.0,at-risk
INV003621,208.0,299.0,at-risk
INV003622,123.0,123.0,at-risk
INV003623,,,active
INV003624,79.75,143.0,at-risk
INV003625,31.2,99.0,at-risk
INV003626,44.9,167.0,at-risk
INV003627,39.44444444444444,97.0,at-risk
INV003628,43.0,43.0,at-risk
INV003629,,,active
INV003630,39.375,96.0,at-risk
INV003631,70.0,70.0,at-risk
INV003632,170.5,228.0,at-risk
INV003633,44.888888888888886,93.0,at-risk
INV003634,45.333333333333336,155.0,at-risk
INV003635,47.111111111111114,95.0,at-risk
INV003636,95.0,154.0,at-risk
INV003637,50.44444444444444,152.0,at-risk
INV003638,29.0,75.0,at-risk
INV003639,67.0,224.0,at-risk
INV003640,46.25,167.0,at-risk
INV003641,52.111111111111114,110.0,at-risk
INV003642,35.55555555555556,217.0,at-risk
INV003643,55.375,168.0,at-risk
INV003644,64.0,136.0,at-risk
INV003645,52.888888888888886,171.0,at-risk
INV003646,380.0,380.0,at-risk
INV003647,54.25,281.0,at-risk
INV003648,64.8,147.0,at-risk
INV003649,50.4,93.0,at-risk
INV003650,32.90909090909091,86.0,at-risk
INV003651,50.666666666666664,102.0,at-risk
INV003652,50.0,96.0,at-risk
INV003653,89.0,159.0,at-risk
INV003654,51.857142857142854,118.0,at-risk
INV003655,40.72727272727273,159.0,at-risk
INV003656,63.333333333333336,129.0,at-risk
INV003657,246.0,246.0,at-risk
INV003658,55.0,121.0,at-risk
INV003659,87.5,161.0,at-risk
INV003660,43.888888888888886,127.0,at-risk
INV003661,48.625,95.0,at-risk
INV003662,105.5,199.0,at-risk
INV003663,64.66666666666667,123.0,at-risk
INV003664,128.0,238.0,at-risk
INV003665,139.0,280.0,at-risk
INV003666,38.44444444444444,77.0,at-risk
INV003667,,,active
INV003668,202.0,202.0,at-risk
INV003669,35.666666666666664,98.0,at-risk
INV003670,49.6,137.0,at-risk
INV003671,38.55555555555556,153.0,at-risk
INV003672,43.7,123.0,at-risk
INV003673,48.2,95.0,at-risk
INV003674,43.5,83.0,at-risk
INV003675,47.375,132.0,at-risk
INV003676,72.0,100.0,at-risk
INV003677,62.0,259.0,at-risk
INV003678,42.22222222222222,76.0,at-risk
INV003679,,,active
INV003680,68.5,135.0,at-risk
INV003681,40.8,101.0,at-risk
INV003682,139.66666666666666,332.0,at-risk
INV003683,66.0,162.0,at-risk
INV003684,61.375,229.0,at-risk
INV003685,50.25,132.0,at-risk
INV003686,43.90909090909091,130.0,at-risk
INV003687,144.5,202.0,at-risk
INV003688,275.0,275.0,at-risk
INV003689,114.0,253.0,at-risk
INV003690,193.0,193.0,at-risk
INV003691,72.14285714285714,220.0,at-risk
INV003692,27.5,28.0,active
INV003693,47.55555555555556,170.0,at-risk
INV003694,79.75,162.0,at-risk
INV003695,42.0,111.0,at-risk
INV003696,68.28571428571429,190.0,at-risk
INV003697,43.0,152.0,at-risk
INV003698,42.6,132.0,at-risk
INV003699,55.0,70.0,at-risk
INV003700,77.5,128.0,at-risk
INV003701,,,active
INV003702,72.66666666666667,118.0,at-risk
INV003703,114.75,148.0,at-risk
INV003704,,,active
INV003705,50.5,92.0,at-risk
INV003706,,,active
INV003707,67.85714285714286,152.0,at-risk
INV003708,33.0,94.0,at-risk
INV003709,65.42857142857143,181.0,at-risk
INV003710,65.5,116.0,at-risk
INV003711,51.57142857142857,128.0,at-risk
INV003712,41.0,160.0,at-risk
INV003713,48.9,161.0,at-risk
INV003714,114.25,300.0,at-risk
INV003715,356.0,356.0,at-risk
INV003716,69.8,190.0,at-risk
INV003717,51.888888888888886,138.0,at-risk
INV003718,68.14285714285714,161.0,at-risk
INV003719,74.5,156.0,at-risk
INV003720,42.5,116.0,at-risk
INV003721,360.0,360.0,at-risk
INV003722,43.2,135.0,at-risk
INV003723,47.125,124.0,at-risk
INV003724,42.7,122.0,at-risk
INV003725,145.33333333333334,339.0,at-risk
INV003726,70.25,144.0,at-risk
INV003727,193.0,202.0,at-risk
INV003728,81.5,155.0,at-risk
INV003729,,,active
INV003730,111.5,140.0,at-risk
INV003731,41.54545454545455,86.0,at-risk
INV003732,42.54545454545455,82.0,at-risk
INV003733,49.333333333333336,110.0,at-risk
INV003734,48.111111111111114,290.0,at-risk
INV003735,38.1,104.0,at-risk
INV003736,42.09090909090909,65.0,at-risk
INV003737,53.55555555555556,188.0,at-risk
INV003738,41.375,117.0,at-risk
INV003739,58.333333333333336,142.0,at-risk
INV003740,31.1,155.0,at-risk
INV003741,50.75,137.0,at-risk
INV003742,103.0,257.0,at-risk
INV003743,63.4,88.0,at-risk
INV003744,45.54545454545455,98.0,at-risk
INV003745,35.36363636363637,71.0,at-risk
INV003746,,,active
INV003747,63.333333333333336,133.0,at-risk
INV003748,36.90909090909091,100.0,at-risk
INV003749,68.5,153.0,at-risk
INV003750,90.8,337.0,at-risk
INV003751,80.2,232.0,at-risk
INV003752,83.0,145.0,at-risk
INV003753,134.0,134.0,at-risk
INV003754,,,active
INV003755,72.0,114.0,at-risk
INV003756,55.125,98.0,at-risk
INV003757,61.375,93.0,at-risk
